ARMAS_MEDIOS;DEPARTAMENTO ;MUNICIPIO;FECHA ;GENERO;*AGRUPA_EDAD_PERSONA;CODIGO_DANE;CANTIDAD 
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;07/08/2021;MASCULINO;ADOLESCENTES;25754000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;08/08/2021;MASCULINO;ADULTOS;25754000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;11/08/2021;MASCULINO;ADOLESCENTES;25754000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;16/08/2021;MASCULINO;ADULTOS;25754000;2
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;22/08/2021;MASCULINO;ADULTOS;25754000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;12/09/2021;MASCULINO;ADULTOS;25754000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;13/09/2021;MASCULINO;ADULTOS;25754000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;04/11/2021;MASCULINO;ADULTOS;25754000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;08/11/2021;MASCULINO;ADULTOS;25754000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;10/11/2021;MASCULINO;ADULTOS;25754000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;05/12/2021;FEMENINO;ADULTOS;25754000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SOACHA;10/12/2021;MASCULINO;ADULTOS;25754000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SUBACHOQUE;24/07/2021;FEMENINO;ADULTOS;25769000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;SUTATAUSA;30/05/2021;MASCULINO;ADULTOS;25781000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;TABIO;01/08/2021;MASCULINO;ADULTOS;25785000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;TAUSA;05/07/2021;MASCULINO;ADULTOS;25793000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;TOCAIMA;17/05/2021;MASCULINO;ADULTOS;25815000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;TOCANCIPÁ;21/02/2021;MASCULINO;ADULTOS;25817000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;TOCANCIPÁ;18/12/2021;MASCULINO;ADULTOS;25817000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;UBAQUE;01/01/2021;FEMENINO;ADULTOS;25841000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;UNE;19/12/2021;MASCULINO;ADULTOS;25845000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATE;03/07/2021;MASCULINO;ADULTOS;25843000;2
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;VILLAPINZÓN;16/04/2021;MASCULINO;ADULTOS;25873000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;VILLETA;14/11/2021;MASCULINO;ADULTOS;25875000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;VIOTÁ;16/05/2021;FEMENINO;ADULTOS;25878000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;VIOTÁ;27/12/2021;MASCULINO;ADULTOS;25878000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;ZIPAQUIRÁ;17/01/2021;FEMENINO;ADULTOS;25899000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;ZIPAQUIRÁ;15/02/2021;MASCULINO;ADOLESCENTES;25899000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;ZIPAQUIRÁ;04/03/2021;MASCULINO;ADULTOS;25899000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;ZIPAQUIRÁ;06/06/2021;MASCULINO;ADULTOS;25899000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;ZIPAQUIRÁ;11/06/2021;MASCULINO;ADULTOS;25899000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;ZIPAQUIRÁ;08/08/2021;MASCULINO;ADULTOS;25899000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;ZIPAQUIRÁ;26/09/2021;MASCULINO;ADULTOS;25899000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;ZIPAQUIRÁ;15/10/2021;MASCULINO;ADULTOS;25899000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;ZIPAQUIRÁ;07/11/2021;MASCULINO;ADULTOS;25899000;1
ARMA BLANCA / CORTOPUNZANTE;CUNDINAMARCA;ZIPAQUIRÁ;03/12/2021;MASCULINO;ADULTOS;25899000;1
ARMA BLANCA / CORTOPUNZANTE;GUAINÍA;INÍRIDA (CT);19/02/2021;MASCULINO;ADULTOS;94001000;1
ARMA BLANCA / CORTOPUNZANTE;GUAINÍA;INÍRIDA (CT);06/06/2021;MASCULINO;ADULTOS;94001000;1
ARMA BLANCA / CORTOPUNZANTE;GUAJIRA;MAICAO;22/03/2021;MASCULINO;ADULTOS;44430000;1
ARMA BLANCA / CORTOPUNZANTE;GUAJIRA;MAICAO;18/10/2021;MASCULINO;ADULTOS;44430000;1
ARMA BLANCA / CORTOPUNZANTE;GUAJIRA;RIOHACHA (CT);24/01/2021;FEMENINO;MENORES;44001000;1
ARMA BLANCA / CORTOPUNZANTE;GUAJIRA;RIOHACHA (CT);01/08/2021;MASCULINO;ADULTOS;44001000;1
ARMA BLANCA / CORTOPUNZANTE;GUAJIRA;RIOHACHA (CT);30/08/2021;MASCULINO;ADULTOS;44001000;1
ARMA BLANCA / CORTOPUNZANTE;GUAJIRA;RIOHACHA (CT);19/09/2021;MASCULINO;ADULTOS;44001000;1
ARMA BLANCA / CORTOPUNZANTE;GUAJIRA;SAN JUAN DEL CESAR;23/07/2021;FEMENINO;ADULTOS;44650000;1
ARMA BLANCA / CORTOPUNZANTE;GUAVIARE;EL RETORNO;13/02/2021;MASCULINO;ADULTOS;95025000;1
ARMA BLANCA / CORTOPUNZANTE;GUAVIARE;EL RETORNO;10/03/2021;FEMENINO;ADULTOS;95025000;1
ARMA BLANCA / CORTOPUNZANTE;GUAVIARE;SAN JOSÉ DEL GUAVIARE (CT);11/07/2021;FEMENINO;ADULTOS;95001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;ACEVEDO;10/01/2021;MASCULINO;ADULTOS;41006000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;ACEVEDO;19/02/2021;MASCULINO;ADULTOS;41006000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;ACEVEDO;16/05/2021;MASCULINO;ADULTOS;41006000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;ALGECIRAS;06/12/2021;MASCULINO;ADULTOS;41020000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;BARAYA;19/12/2021;MASCULINO;ADULTOS;41078000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;CAMPOALEGRE;31/05/2021;MASCULINO;ADULTOS;41132000;2
ARMA BLANCA / CORTOPUNZANTE;HUILA;COLOMBIA;29/08/2021;MASCULINO;ADULTOS;41206000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;COLOMBIA;12/11/2021;MASCULINO;ADULTOS;41206000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;GARZÓN;20/01/2021;MASCULINO;ADULTOS;41298000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;GARZÓN;20/06/2021;FEMENINO;ADULTOS;41298000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;GARZÓN;07/11/2021;MASCULINO;ADULTOS;41298000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;GIGANTE;03/10/2021;MASCULINO;ADULTOS;41306000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;GIGANTE;29/10/2021;MASCULINO;ADOLESCENTES;41306000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;GUADALUPE;27/06/2021;MASCULINO;ADULTOS;41319000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;GUADALUPE;09/07/2021;MASCULINO;ADULTOS;41319000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;IQUIRA;27/06/2021;MASCULINO;ADULTOS;41357000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;ISNOS;19/01/2021;MASCULINO;ADULTOS;41359000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;ISNOS;23/01/2021;MASCULINO;ADULTOS;41359000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;ISNOS;28/07/2021;FEMENINO;ADULTOS;41359000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;ISNOS;18/09/2021;MASCULINO;ADULTOS;41359000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;LA PLATA;18/04/2021;MASCULINO;ADULTOS;41396000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;LA PLATA;26/04/2021;MASCULINO;ADULTOS;41396000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;LA PLATA;13/06/2021;MASCULINO;ADULTOS;41396000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;LA PLATA;14/06/2021;MASCULINO;ADULTOS;41396000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;LA PLATA;12/09/2021;MASCULINO;ADULTOS;41396000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NÁTAGA;10/07/2021;MASCULINO;ADULTOS;41483000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);01/01/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);10/02/2021;FEMENINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);28/02/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);19/04/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);04/05/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);06/05/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);23/05/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);25/05/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);30/05/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);05/06/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);06/06/2021;MASCULINO;ADULTOS;41001000;2
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);18/06/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);20/06/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);04/07/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);11/07/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);15/08/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);05/09/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);09/09/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);24/09/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);07/10/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);01/11/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);06/11/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);07/11/2021;MASCULINO;ADULTOS;41001000;2
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);13/11/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);01/12/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;NEIVA (CT);28/12/2021;MASCULINO;ADULTOS;41001000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;PAICOL;21/11/2021;FEMENINO;ADULTOS;41518000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;PAICOL;12/12/2021;FEMENINO;ADULTOS;41518000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;PALESTINA;18/10/2021;MASCULINO;ADULTOS;41530000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;PITAL;14/06/2021;FEMENINO;MENORES;41548000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;PITALITO;16/01/2021;FEMENINO;ADULTOS;41551000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;PITALITO;11/04/2021;MASCULINO;ADULTOS;41551000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;PITALITO;07/08/2021;MASCULINO;MENORES;41551000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;PITALITO;12/09/2021;MASCULINO;ADOLESCENTES;41551000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;PITALITO;14/09/2021;MASCULINO;ADULTOS;41551000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;PITALITO;04/12/2021;MASCULINO;ADULTOS;41551000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;PITALITO;29/12/2021;MASCULINO;ADOLESCENTES;41551000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;RIVERA;25/08/2021;MASCULINO;ADULTOS;41615000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;SALADOBLANCO;08/02/2021;MASCULINO;ADULTOS;41660000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;SANTA MARÍA;12/09/2021;MASCULINO;ADULTOS;41676000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;SUAZA;19/02/2021;MASCULINO;ADULTOS;41770000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;SUAZA;21/02/2021;MASCULINO;ADULTOS;41770000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;SUAZA;01/08/2021;MASCULINO;ADULTOS;41770000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;SUAZA;02/12/2021;MASCULINO;ADULTOS;41770000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;TARQUI;15/03/2021;MASCULINO;ADULTOS;41791000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;TELLO;18/04/2021;MASCULINO;ADULTOS;41799000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;TELLO;31/05/2021;MASCULINO;ADULTOS;41799000;1
ARMA BLANCA / CORTOPUNZANTE;HUILA;TIMANÁ;09/01/2021;MASCULINO;ADULTOS;41807000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;ALGARROBO;20/07/2021;MASCULINO;ADULTOS;47030000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;ARACATACA;28/02/2021;MASCULINO;ADULTOS;47053000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;ARACATACA;05/07/2021;MASCULINO;ADOLESCENTES;47053000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;ARIGUANÍ;14/03/2021;FEMENINO;ADULTOS;47058000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;CERRO SAN ANTONIO;25/09/2021;FEMENINO;ADULTOS;47161000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;CHIBOLO;08/07/2021;MASCULINO;ADULTOS;47170000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;CIÉNAGA;23/01/2021;MASCULINO;ADULTOS;47189000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;CIÉNAGA;09/04/2021;MASCULINO;ADOLESCENTES;47189000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;CIÉNAGA;21/05/2021;MASCULINO;ADULTOS;47189000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;CIÉNAGA;06/11/2021;FEMENINO;ADULTOS;47189000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;EL BANCO;23/10/2021;MASCULINO;ADULTOS;47245000;2
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;EL RETÉN;01/01/2021;MASCULINO;ADULTOS;47268000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;FUNDACIÓN;19/02/2021;MASCULINO;ADULTOS;47288000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;FUNDACIÓN;14/08/2021;FEMENINO;ADULTOS;47288000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;PLATO;02/02/2021;FEMENINO;ADULTOS;47555000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;PUEBLOVIEJO;07/01/2021;MASCULINO;ADULTOS;47570000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;REMOLINO;17/07/2021;MASCULINO;ADULTOS;47605000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SAN ZENÓN;25/07/2021;MASCULINO;ADULTOS;47703000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA ANA;20/04/2021;MASCULINO;ADULTOS;47707000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);01/01/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);14/01/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);25/01/2021;FEMENINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);01/02/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);14/02/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);26/02/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);13/03/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);16/04/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);18/04/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);01/05/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);02/05/2021;FEMENINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);25/05/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);15/06/2021;FEMENINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);23/06/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);08/07/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);13/07/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);15/07/2021;MASCULINO;ADOLESCENTES;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);06/08/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);07/08/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);09/08/2021;MASCULINO;ADOLESCENTES;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);02/10/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);11/11/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SANTA MARTA (CT);26/12/2021;MASCULINO;ADULTOS;47001000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;SITIONUEVO;28/02/2021;FEMENINO;ADOLESCENTES;47745000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;ZONA BANANERA;04/02/2021;MASCULINO;ADULTOS;47980000;1
ARMA BLANCA / CORTOPUNZANTE;MAGDALENA;ZONA BANANERA;19/03/2021;MASCULINO;ADULTOS;47980000;1
ARMA BLANCA / CORTOPUNZANTE;META;ACACÍAS;16/07/2021;MASCULINO;ADULTOS;50006000;2
ARMA BLANCA / CORTOPUNZANTE;META;ACACÍAS;26/09/2021;MASCULINO;ADULTOS;50006000;1
ARMA BLANCA / CORTOPUNZANTE;META;ACACÍAS;26/12/2021;MASCULINO;ADULTOS;50006000;1
ARMA BLANCA / CORTOPUNZANTE;META;BARRANCA DE UPÍA;21/01/2021;MASCULINO;ADULTOS;50110000;1
ARMA BLANCA / CORTOPUNZANTE;META;BARRANCA DE UPÍA;07/03/2021;MASCULINO;ADULTOS;50110000;1
ARMA BLANCA / CORTOPUNZANTE;META;BARRANCA DE UPÍA;23/04/2021;MASCULINO;ADULTOS;50110000;1
ARMA BLANCA / CORTOPUNZANTE;META;BARRANCA DE UPÍA;24/06/2021;MASCULINO;ADULTOS;50110000;1
ARMA BLANCA / CORTOPUNZANTE;META;BARRANCA DE UPÍA;08/07/2021;MASCULINO;ADULTOS;50110000;1
ARMA BLANCA / CORTOPUNZANTE;META;CASTILLA LA NUEVA;04/04/2021;MASCULINO;ADULTOS;50150000;1
ARMA BLANCA / CORTOPUNZANTE;META;CASTILLA LA NUEVA;01/07/2021;MASCULINO;ADULTOS;50150000;1
ARMA BLANCA / CORTOPUNZANTE;META;CUMARAL;25/04/2021;MASCULINO;ADULTOS;50226000;1
ARMA BLANCA / CORTOPUNZANTE;META;EL CALVARIO;06/09/2021;MASCULINO;ADULTOS;50245000;1
ARMA BLANCA / CORTOPUNZANTE;META;FUENTE DE ORO;23/06/2021;FEMENINO;ADULTOS;50287000;1
ARMA BLANCA / CORTOPUNZANTE;META;FUENTE DE ORO;28/11/2021;MASCULINO;ADULTOS;50287000;1
ARMA BLANCA / CORTOPUNZANTE;META;GRANADA;21/11/2021;MASCULINO;ADULTOS;50313000;1
ARMA BLANCA / CORTOPUNZANTE;META;LA MACARENA;28/06/2021;MASCULINO;ADULTOS;50350000;1
ARMA BLANCA / CORTOPUNZANTE;META;LA MACARENA;05/09/2021;MASCULINO;ADULTOS;50350000;1
ARMA BLANCA / CORTOPUNZANTE;META;MAPIRIPÁN;06/03/2021;MASCULINO;ADULTOS;50325000;1
ARMA BLANCA / CORTOPUNZANTE;META;PUERTO CONCORDIA;20/11/2021;MASCULINO;ADULTOS;50450000;1
ARMA BLANCA / CORTOPUNZANTE;META;PUERTO GAITÁN;12/09/2021;FEMENINO;ADULTOS;50568000;1
ARMA BLANCA / CORTOPUNZANTE;META;PUERTO GAITÁN;22/12/2021;MASCULINO;ADULTOS;50568000;1
ARMA BLANCA / CORTOPUNZANTE;META;PUERTO RICO;30/05/2021;MASCULINO;ADULTOS;50590000;1
ARMA BLANCA / CORTOPUNZANTE;META;PUERTO RICO;29/11/2021;FEMENINO;ADULTOS;50590000;1
ARMA BLANCA / CORTOPUNZANTE;META;SAN CARLOS DE GUAROA;17/02/2021;MASCULINO;ADULTOS;50680000;1
ARMA BLANCA / CORTOPUNZANTE;META;SAN JUAN DE ARAMA;03/07/2021;MASCULINO;ADULTOS;50683000;1
ARMA BLANCA / CORTOPUNZANTE;META;SAN MARTÍN;02/01/2021;MASCULINO;ADULTOS;50689000;1
ARMA BLANCA / CORTOPUNZANTE;META;SAN MARTÍN;23/10/2021;MASCULINO;ADULTOS;50689000;1
ARMA BLANCA / CORTOPUNZANTE;META;URIBE;07/11/2021;MASCULINO;ADULTOS;50370000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);10/01/2021;MASCULINO;ADULTOS;50001000;2
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);18/01/2021;MASCULINO;ADOLESCENTES;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);20/01/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);22/01/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);14/02/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);16/03/2021;MASCULINO;ADOLESCENTES;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);01/04/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);11/04/2021;FEMENINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);16/04/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);19/05/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);30/05/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);31/05/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);03/06/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);19/06/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);12/07/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);16/07/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);24/07/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);31/07/2021;MASCULINO;ADULTOS;50001000;1
ARMA BLANCA / CORTOPUNZANTE;META;VILLAVICENCIO (CT);22/08/2021;MASCULINO;ADULTOS;50001000;1
