ARMAS_MEDIOS;DEPARTAMENTO ;MUNICIPIO;FECHA ;GENERO;*AGRUPA_EDAD_PERSONA;CODIGO_DANE;CANTIDAD 
ARMA DE FUEGO;VALLE;CANDELARIA;04/07/2021;MASCULINO;ADULTOS;76130000;2
ARMA DE FUEGO;VALLE;CANDELARIA;15/07/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;18/07/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;21/07/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;31/07/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;17/08/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;03/09/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;13/09/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;17/09/2021;MASCULINO;ADULTOS;76130000;2
ARMA DE FUEGO;VALLE;CANDELARIA;01/10/2021;MASCULINO;ADOLESCENTES;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;07/10/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;12/10/2021;MASCULINO;ADOLESCENTES;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;18/10/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;24/10/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;27/10/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;03/11/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;18/11/2021;MASCULINO;ADULTOS;76130000;2
ARMA DE FUEGO;VALLE;CANDELARIA;19/11/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;12/12/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;16/12/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;25/12/2021;FEMENINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CANDELARIA;26/12/2021;MASCULINO;ADULTOS;76130000;1
ARMA DE FUEGO;VALLE;CARTAGO;08/01/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;05/02/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;10/02/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;23/02/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;24/02/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;06/03/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;15/03/2021;MASCULINO;ADULTOS;76147000;2
ARMA DE FUEGO;VALLE;CARTAGO;21/03/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;23/03/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;27/03/2021;FEMENINO;ADULTOS;76147000;2
ARMA DE FUEGO;VALLE;CARTAGO;27/03/2021;MASCULINO;ADULTOS;76147000;3
ARMA DE FUEGO;VALLE;CARTAGO;27/04/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;04/05/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;12/05/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;14/05/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;16/05/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;21/05/2021;MASCULINO;ADULTOS;76147000;3
ARMA DE FUEGO;VALLE;CARTAGO;23/05/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;27/05/2021;MASCULINO;ADULTOS;76147000;2
ARMA DE FUEGO;VALLE;CARTAGO;01/06/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;09/06/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;10/06/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;17/06/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;25/06/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;27/06/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;01/07/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;02/07/2021;MASCULINO;ADULTOS;76147000;2
ARMA DE FUEGO;VALLE;CARTAGO;04/07/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;10/07/2021;MASCULINO;ADULTOS;76147000;3
ARMA DE FUEGO;VALLE;CARTAGO;26/08/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;02/09/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;18/09/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;19/09/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;23/09/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;30/09/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;04/10/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;07/10/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;11/10/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;20/10/2021;FEMENINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;21/10/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;23/10/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;27/10/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;29/10/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;03/11/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;08/11/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;23/11/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;29/11/2021;MASCULINO;ADULTOS;76147000;2
ARMA DE FUEGO;VALLE;CARTAGO;02/12/2021;FEMENINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;02/12/2021;MASCULINO;ADOLESCENTES;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;03/12/2021;MASCULINO;ADULTOS;76147000;1
ARMA DE FUEGO;VALLE;CARTAGO;04/12/2021;MASCULINO;ADULTOS;76147000;2
ARMA DE FUEGO;VALLE;DAGUA;07/02/2021;MASCULINO;ADULTOS;76233000;1
ARMA DE FUEGO;VALLE;DAGUA;28/03/2021;MASCULINO;ADULTOS;76233000;1
ARMA DE FUEGO;VALLE;DAGUA;01/05/2021;MASCULINO;ADULTOS;76233000;1
ARMA DE FUEGO;VALLE;DAGUA;08/05/2021;FEMENINO;ADULTOS;76233000;1
ARMA DE FUEGO;VALLE;DAGUA;28/05/2021;MASCULINO;ADULTOS;76233000;1
ARMA DE FUEGO;VALLE;DAGUA;11/07/2021;MASCULINO;ADULTOS;76233000;1
ARMA DE FUEGO;VALLE;DAGUA;30/11/2021;FEMENINO;ADULTOS;76233000;1
ARMA DE FUEGO;VALLE;EL ÁGUILA;07/02/2021;MASCULINO;ADULTOS;76243000;1
ARMA DE FUEGO;VALLE;EL ÁGUILA;20/03/2021;MASCULINO;ADULTOS;76243000;1
ARMA DE FUEGO;VALLE;EL ÁGUILA;24/07/2021;MASCULINO;ADULTOS;76243000;1
ARMA DE FUEGO;VALLE;EL CAIRO;30/03/2021;MASCULINO;ADULTOS;76246000;1
ARMA DE FUEGO;VALLE;EL CAIRO;01/11/2021;MASCULINO;ADULTOS;76246000;1
ARMA DE FUEGO;VALLE;EL CAIRO;30/11/2021;MASCULINO;ADULTOS;76246000;1
ARMA DE FUEGO;VALLE;EL CAIRO;05/12/2021;MASCULINO;ADULTOS;76246000;1
ARMA DE FUEGO;VALLE;EL CERRITO;17/01/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;11/02/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;21/02/2021;MASCULINO;ADOLESCENTES;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;01/03/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;06/03/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;31/03/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;15/04/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;09/05/2021;MASCULINO;ADULTOS;76248000;2
ARMA DE FUEGO;VALLE;EL CERRITO;05/06/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;02/07/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;18/07/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;14/09/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;20/09/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;22/09/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;30/09/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;09/10/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;31/10/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;12/12/2021;MASCULINO;ADULTOS;76248000;2
ARMA DE FUEGO;VALLE;EL CERRITO;23/12/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL CERRITO;31/12/2021;MASCULINO;ADULTOS;76248000;1
ARMA DE FUEGO;VALLE;EL DOVIO;22/04/2021;MASCULINO;ADULTOS;76250000;1
ARMA DE FUEGO;VALLE;EL DOVIO;03/08/2021;MASCULINO;ADULTOS;76250000;1
ARMA DE FUEGO;VALLE;EL DOVIO;15/08/2021;MASCULINO;ADULTOS;76250000;1
ARMA DE FUEGO;VALLE;EL DOVIO;30/11/2021;MASCULINO;ADULTOS;76250000;1
ARMA DE FUEGO;VALLE;FLORIDA;26/01/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;09/02/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;12/03/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;14/03/2021;MASCULINO;ADOLESCENTES;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;14/03/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;29/03/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;01/05/2021;MASCULINO;ADULTOS;76275000;2
ARMA DE FUEGO;VALLE;FLORIDA;28/06/2021;FEMENINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;29/06/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;08/07/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;18/07/2021;MASCULINO;ADOLESCENTES;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;29/07/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;12/09/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;18/09/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;07/10/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;12/10/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;30/10/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;13/11/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;28/11/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;24/12/2021;MASCULINO;ADULTOS;76275000;2
ARMA DE FUEGO;VALLE;FLORIDA;25/12/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;FLORIDA;31/12/2021;MASCULINO;ADULTOS;76275000;1
ARMA DE FUEGO;VALLE;GINEBRA;26/01/2021;FEMENINO;ADULTOS;76306000;1
ARMA DE FUEGO;VALLE;GINEBRA;08/09/2021;MASCULINO;ADULTOS;76306000;1
ARMA DE FUEGO;VALLE;GINEBRA;21/09/2021;MASCULINO;ADULTOS;76306000;1
ARMA DE FUEGO;VALLE;GUACARÍ;11/01/2021;MASCULINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;22/03/2021;FEMENINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;08/06/2021;MASCULINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;29/06/2021;MASCULINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;17/07/2021;MASCULINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;24/07/2021;MASCULINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;31/07/2021;FEMENINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;31/07/2021;MASCULINO;ADULTOS;76318000;3
ARMA DE FUEGO;VALLE;GUACARÍ;12/08/2021;MASCULINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;05/09/2021;FEMENINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;17/09/2021;MASCULINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;14/10/2021;MASCULINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;29/10/2021;MASCULINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;07/11/2021;MASCULINO;ADOLESCENTES;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;21/11/2021;MASCULINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUACARÍ;26/11/2021;MASCULINO;ADULTOS;76318000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;04/01/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;10/01/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;14/01/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;15/01/2021;MASCULINO;ADULTOS;76111000;2
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;16/01/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;24/01/2021;FEMENINO;ADOLESCENTES;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;24/01/2021;FEMENINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;24/01/2021;MASCULINO;ADULTOS;76111000;3
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;04/02/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;06/02/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;13/02/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;26/02/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;04/03/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;13/03/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;17/03/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;27/03/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;29/03/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;08/04/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;18/04/2021;MASCULINO;ADULTOS;76111000;2
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;22/04/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;23/04/2021;FEMENINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;01/05/2021;FEMENINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;02/05/2021;MASCULINO;ADULTOS;76111000;2
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;09/05/2021;MASCULINO;ADULTOS;76111000;2
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;11/05/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;19/05/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;22/05/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;11/06/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;13/06/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;14/06/2021;FEMENINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;22/06/2021;MASCULINO;ADULTOS;76111000;2
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;26/06/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;09/07/2021;FEMENINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;15/07/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;16/07/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;23/07/2021;MASCULINO;ADULTOS;76111000;2
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;02/08/2021;FEMENINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;06/08/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;07/08/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;28/08/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;16/09/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;19/09/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;03/10/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;07/10/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;08/10/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;22/10/2021;MASCULINO;ADULTOS;76111000;2
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;23/10/2021;MASCULINO;ADULTOS;76111000;2
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;23/10/2021;MASCULINO;MENORES;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;26/10/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;06/11/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;01/12/2021;FEMENINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;01/12/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;13/12/2021;FEMENINO;ADULTOS;76111000;2
ARMA DE FUEGO;VALLE;GUADALAJARA DE BUGA;13/12/2021;MASCULINO;ADULTOS;76111000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;06/01/2021;FEMENINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;06/01/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;13/01/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;19/01/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;26/01/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;28/01/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;29/01/2021;MASCULINO;ADULTOS;76364000;2
ARMA DE FUEGO;VALLE;JAMUNDÍ;30/01/2021;MASCULINO;ADULTOS;76364000;2
ARMA DE FUEGO;VALLE;JAMUNDÍ;31/01/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;16/02/2021;MASCULINO;ADULTOS;76364000;2
ARMA DE FUEGO;VALLE;JAMUNDÍ;19/02/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;20/02/2021;MASCULINO;ADULTOS;76364000;2
ARMA DE FUEGO;VALLE;JAMUNDÍ;27/02/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;10/03/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;15/03/2021;MASCULINO;ADULTOS;76364000;2
ARMA DE FUEGO;VALLE;JAMUNDÍ;20/03/2021;MASCULINO;ADULTOS;76364000;2
ARMA DE FUEGO;VALLE;JAMUNDÍ;28/03/2021;FEMENINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;28/03/2021;MASCULINO;ADULTOS;76364000;2
ARMA DE FUEGO;VALLE;JAMUNDÍ;10/04/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;11/04/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;20/04/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;29/04/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;08/05/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;12/05/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;15/05/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;19/05/2021;FEMENINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;26/05/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;31/05/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;02/06/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;04/06/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;17/06/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;24/06/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;27/06/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;06/07/2021;MASCULINO;ADULTOS;76364000;3
ARMA DE FUEGO;VALLE;JAMUNDÍ;08/07/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;09/07/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;10/07/2021;MASCULINO;ADOLESCENTES;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;21/07/2021;FEMENINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;22/07/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;23/07/2021;MASCULINO;ADULTOS;76364000;2
ARMA DE FUEGO;VALLE;JAMUNDÍ;26/07/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;28/07/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;31/07/2021;MASCULINO;ADULTOS;76364000;2
ARMA DE FUEGO;VALLE;JAMUNDÍ;01/08/2021;MASCULINO;ADULTOS;76364000;2
ARMA DE FUEGO;VALLE;JAMUNDÍ;20/08/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;21/08/2021;FEMENINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;21/08/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;23/08/2021;MASCULINO;ADULTOS;76364000;2
ARMA DE FUEGO;VALLE;JAMUNDÍ;25/08/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;27/08/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;28/08/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;29/08/2021;MASCULINO;ADULTOS;76364000;1
ARMA DE FUEGO;VALLE;JAMUNDÍ;31/08/2021;MASCULINO;ADULTOS;76364000;1
